Date,Day,Country,Population,Latitude,Longitude,cum_case,cum_recovered,cum_deaths,day_case,day_recover,day_deaths,per_case,per_recover,per_deaths,per_in_treatment
05/28/2020,128,Kenya,53771300,-0.0236,37.9062,1618,421,58,147,13,3,0.00300904,26.0197775,3.584672435,70.39555006
05/28/2020,128,"Korea, South",51269183,35.907757,127.766922,11402,10363,269,58,23,0,0.022239481,90.88756359,2.359235222,6.753201193
05/28/2020,128,Kosovo,1810366,42.602636,20.902977,1048,801,30,1,7,0,0.057888847,76.43129771,2.86259542,20.70610687
05/28/2020,128,Kuwait,4270563,29.31166,47.481766,24112,8698,185,845,752,10,0.564609397,36.07332449,0.76725282,63.15942269
05/28/2020,128,Kyrgyzstan,6524191,41.20438,74.766098,1594,1066,16,74,23,0,0.024432148,66.87578419,1.003764115,32.12045169
05/28/2020,128,Laos,7275556,19.85627,102.495496,19,16,0,0,0,0,0.000261148,84.21052632,0,15.78947368
05/28/2020,128,Latvia,1886202,56.8796,24.6032,1061,741,24,4,0,1,0.056250603,69.8397738,2.262016965,27.89820924
05/28/2020,128,Lebanon,6825442,33.8547,35.8623,1168,699,26,7,7,0,0.017112445,59.84589041,2.226027397,37.92808219
05/28/2020,128,Liberia,5057677,6.428055,-9.429499,269,144,27,3,0,0,0.005318647,53.53159851,10.03717472,36.43122677
05/28/2020,128,Libya,6871287,26.3351,17.228331,105,41,5,6,1,1,0.001528098,39.04761905,4.761904762,56.19047619
05/28/2020,128,Liechtenstein,38137,47.14,9.55,82,55,1,0,0,0,0.215014291,67.07317073,1.219512195,31.70731707
05/28/2020,128,Lithuania,2722291,55.1694,23.8813,1656,1193,68,9,9,2,0.060831116,72.0410628,4.106280193,23.852657
05/28/2020,128,Luxembourg,625976,49.8153,6.1296,4008,3803,110,7,12,0,0.640280139,94.88522954,2.744510978,2.370259481
05/28/2020,128,Madagascar,27691019,-18.766947,46.869107,656,154,2,44,3,0,0.002368999,23.47560976,0.304878049,76.2195122
05/28/2020,128,Malawi,19129955,-13.2543,34.3015,203,37,4,102,0,0,0.001061163,18.22660099,1.97044335,79.80295567
05/28/2020,128,Malaysia,32365998,4.210484,101.975766,7629,6169,115,10,86,0,0.023571033,80.86249836,1.507405951,17.63009569
05/28/2020,128,Maldives,540542,3.2028,73.2207,1513,197,5,56,0,0,0.279904244,13.02048909,0.330469266,86.64904164
05/28/2020,128,Mali,20250834,17.570692,-3.996166,1194,652,72,78,20,2,0.005896053,54.60636516,6.030150754,39.36348409
05/28/2020,128,Malta,441539,35.9375,14.3754,616,501,7,4,10,0,0.139512025,81.33116883,1.136363636,17.53246753
05/28/2020,128,Mauritania,4649660,21.0079,-10.9408,346,15,19,54,0,3,0.007441404,4.335260116,5.49132948,90.1734104
05/28/2020,128,Mauritius,1271767,-20.348404,57.552152,334,322,10,0,0,0,0.026262672,96.40718563,2.994011976,0.598802395
05/28/2020,128,Mexico,128932753,23.6345,-102.5528,81400,56041,9044,3377,2207,447,0.063133686,68.84643735,11.11056511,20.04299754
05/28/2020,128,Moldova,4033963,47.4116,28.3699,7725,4123,282,188,239,8,0.19149903,53.37216828,3.650485437,42.97734628
05/28/2020,128,Monaco,39244,43.7333,7.4167,98,90,4,0,0,0,0.249719702,91.83673469,4.081632653,4.081632653
05/28/2020,128,Mongolia,3278292,46.8625,103.8467,161,43,0,13,0,0,0.004911094,26.70807453,0,73.29192547
