Date,Day,Country,Population,Latitude,Longitude,cum_case,cum_recovered,cum_deaths,day_case,day_recover,day_deaths,per_case,per_recover,per_deaths,per_in_treatment
22/01/2020,1,Jordan,10203140,31.24,36.51,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Kazakhstan,18776707,48.0196,66.9237,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Kenya,53771300,-0.0236,37.9062,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,"Korea, South",51269183,35.907757,127.766922,1,0,0,1,0,0,1.95049E-06,0,0,100
22/01/2020,1,Kosovo,1810366,42.602636,20.902977,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Kuwait,4270563,29.31166,47.481766,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Kyrgyzstan,6524191,41.20438,74.766098,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Laos,7275556,19.85627,102.495496,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Latvia,1886202,56.8796,24.6032,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Lebanon,6825442,33.8547,35.8623,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Liberia,5057677,6.428055,-9.429499,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Libya,6871287,26.3351,17.228331,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Liechtenstein,38137,47.14,9.55,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Lithuania,2722291,55.1694,23.8813,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Luxembourg,625976,49.8153,6.1296,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,MS Zaandam,,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Madagascar,27691019,-18.766947,46.869107,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Malawi,19129955,-13.2543,34.3015,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
